,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls
508,561,869,345,363,46746,1288602,33000,1228942,3238,132,1.0,1000,,,3/23/2006 0:00,850G,850,G,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Tennessee,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
941,883,712,932,768,211725,1667278,14000,1527859,14758,132,2.0,1996,,,2/7/2000 0:00,LX865,LX865,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
276,298,497,795,391,141930,1507458,45000,1509114,3380,132,1.0,1977,,,3/16/2001 0:00,16G,16,G,,,,Motorgrader - 200.0 + Horsepower,Nevada,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,16',None or Unspecified,No,Base + 1 Function,Yes,Yes,None or Unspecified,None or Unspecified,"23.5""",,,,,,,,,,,,,,,
555,720,611,44,71,91071,1400197,30000,611727,2758,132,10.0,2001,,,3/18/2009 0:00,D5CIII,D5,C,III,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Louisiana,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
325,386,954,859,408,205952,1653668,9750,1145629,11503,132,99.0,1973,,,11/7/1997 0:00,21B,21,B,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Maine,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Semi U,None or Unspecified,,
193,708,691,739,278,26051,1253469,13500,1148089,3170,132,4.0,1987,,,2/5/1998 0:00,580K,580,K,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
839,509,732,828,236,114723,1451558,17500,1152183,3854,132,1.0,1968,,,6/5/2004 0:00,966C,966,C,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Nevada,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
342,737,849,616,874,284500,1902755,9000,1158296,21431,132,2.0,2000,,,6/11/2003 0:00,20JX,20,JX,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
703,573,612,353,721,365296,2547299,14000,1373991,3854,149,1.0,1969,0.0,,5/25/2010 0:00,966C,966,C,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
973,713,212,290,52,6641,1161617,55000,1053552,4802,121,3.0,2000,9405.0,Medium,10/21/2010 0:00,744H,744,H,,,Medium,Wheel Loader - 225.0 to 250.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,Hydraulic,,,,,,,,,,,,,Standard,Conventional
937,353,848,718,379,380357,4271186,41000,2308022,3357,172,1.0,1974,102.0,Low,8/16/2011 0:00,12G,12,G,,,,Motorgrader - 130.0 to 145.0 Horsepower,Florida,MG,Motor Graders,No,EROPS w AC,,,,,None or Unspecified,,None or Unspecified,12',Low Profile,No,Base + 1 Function,Yes,Yes,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
746,634,349,438,148,123740,1468256,17000,1334137,4200,132,2.0,1990,,,10/19/2002 0:00,E120B,E120,B,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",New York,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,20 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
371,291,685,496,742,9650,1171855,8750,1068178,3876,121,3.0,1000,0.0,,8/5/2010 0:00,980B,980,B,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Texas,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
475,917,670,861,553,90541,1398781,13000,1138268,7009,132,2.0,2000,,,2/2/2003 0:00,226,226,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
866,301,504,677,942,3790,1151949,18500,1033232,17318,121,3.0,2005,717.0,Medium,11/1/2007 0:00,T250,T250,,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
802,434,448,547,754,295104,2225299,34000,391770,1192,136,1.0,1998,0.0,,12/19/2008 0:00,322BL,322,B,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Missouri,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",None or Unspecified,Yes,Double,,,,,
976,255,898,919,325,367177,2571795,94000,132099,23245,149,1.0,2005,0.0,,6/9/2011 0:00,966GII,966,G,II,,Medium,Wheel Loader - 225.0 to 250.0 Horsepower,Georgia,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
796,675,689,498,680,7511,1164514,34000,1029381,210,121,3.0,2002,2196.0,Medium,8/23/2007 0:00,D37PX-21,D37,PX,-21,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Louisiana,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
356,707,833,751,479,235948,1734902,22000,1386045,23749,132,2.0,2006,,,2/8/2008 0:00,PC27,PC27,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
578,807,82,800,370,227079,1716732,36000,1119515,15991,132,4.0,1000,,,2/9/2009 0:00,JS220,JS220,,,,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
804,805,285,851,422,84632,1386723,24000,247762,3538,132,1.0,1997,,,4/8/2004 0:00,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Georgia,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
420,668,494,147,844,299862,2240737,34000,358363,1333,136,1.0,1998,0.0,,3/2/2009 0:00,345BL,345,BL,,,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Missouri,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Steel,None or Unspecified,"12' 10""",None or Unspecified,None or Unspecified,Double,,,,,
607,139,147,128,836,365983,2555996,19500,1494540,2753,149,1.0,1994,0.0,,7/29/2010 0:00,D4HII,D4,H,II,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,4 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
126,102,40,100,576,303808,2250274,42500,1317959,3357,136,1.0,1975,0.0,,7/20/2007 0:00,12G,12,G,,,,Motorgrader - 130.0 to 145.0 Horsepower,Missouri,MG,Motor Graders,No,EROPS,,,,,None or Unspecified,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,"14""",,,,,,,,,,,,,,,
857,679,509,623,853,313803,2277840,40000,130947,1355,136,1.0,1997,0.0,,2/16/2009 0:00,350L,350,,,L,Large / Medium,"Hydraulic Excavator, Track - 50.0 to 66.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"11' 10""",None or Unspecified,None or Unspecified,Triple,,,,,
357,329,202,639,897,308889,2262669,19500,1103234,7057,136,1.0,1000,0.0,,12/8/2009 0:00,312,312,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",North Carolina,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"8' 2""",None or Unspecified,None or Unspecified,Double,,,,,
332,251,756,218,548,40758,1281090,18000,1087957,3170,132,1.0,1988,,,4/4/1996 0:00,580K,580,K,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Georgia,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
259,200,861,990,409,268463,1805830,6500,1227453,9563,132,1.0,2002,,,12/8/2008 0:00,863,863,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Illinois,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
512,72,537,341,715,197397,1635626,23500,1102490,4604,132,3.0,2000,,,5/10/2007 0:00,310E,310,E,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,California,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
858,324,461,568,274,153262,1532816,34000,1325728,7052,132,4.0,1995,525.0,Low,2/5/1998 0:00,307,307,,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
654,747,642,868,331,58621,1317041,22500,882599,4102,132,2.0,1990,,,1/23/1993 0:00,D4C,D4,C,,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",New York,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
312,133,984,770,630,204918,1645382,12000,1394150,4578,132,19.0,1992,,,12/3/1999 0:00,210C,210,C,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Nevada,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
914,84,547,129,72,213235,1672361,10500,1216407,4988,132,1.0,1987,,,6/4/2002 0:00,555B,555,B,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Maine,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
214,135,347,285,116,250747,1765528,21000,1317105,590,132,1.0,1993,12884.0,Medium,8/17/2011 0:00,WA250-1,WA250,,-1,,,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
440,648,244,457,452,359807,2467073,12500,1463709,12524,136,1.0,2005,1768.0,Medium,12/15/2009 0:00,TB135,TB135,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Tennessee,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
939,397,393,273,902,151588,1527689,97500,1497569,3858,132,2.0,1999,,,8/20/2005 0:00,966G,966,G,,,Medium,Wheel Loader - 225.0 to 250.0 Horsepower,New Jersey,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
558,384,64,775,425,121972,1464515,31000,1489326,7057,132,2.0,1996,,,2/4/2007 0:00,312,312,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,20 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
994,421,423,91,96,115378,1452380,25000,1372464,3854,132,4.0,1973,,,2/1/1989 0:00,966C,966,C,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
922,652,275,286,188,287828,2203599,7750,1748288,3112,136,,1998,4461.0,Medium,3/13/2008 0:00,1845C,1845,C,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Colorado,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
376,339,190,683,400,15774,1191480,41000,1066932,3819,121,3.0,1000,2396.0,Low,6/18/2009 0:00,950B,950,B,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,South Dakota,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
434,245,524,771,710,145622,1515335,11000,1472451,3355,132,1.0,1965,,,5/12/2005 0:00,12E,12,E,,,,Motorgrader - 45.0 to 130.0 Horsepower,Texas,MG,Motor Graders,No,EROPS w AC,,,,,None or Unspecified,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
586,964,723,617,905,40657,1280964,19000,1268573,3170,132,1.0,1988,,,3/30/1995 0:00,580K,580,K,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Washington,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
499,223,306,148,307,241965,1747156,18000,1363832,183,132,5.0,1994,,,1/27/2006 0:00,D31E-20,D31,E,-20,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Connecticut,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
448,931,669,941,191,322376,2309201,9000,996494,3417,136,1.0,2005,7465.0,High,6/23/2010 0:00,236B,236,B,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Wyoming,SSL,Skid Steer Loaders,,EROPS w AC,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Hydraulic,Yes,None or Unspecified,Standard,,,,,,,,,,,
782,416,597,467,745,64734,1334240,62000,1489724,1211,132,1.0,1997,,,7/12/2006 0:00,325BL,325,B,,L,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",Hydraulic,None or Unspecified,Double,,,,,
818,477,899,379,802,121327,1463785,50000,1504524,7057,132,4.0,1994,2112.0,Medium,2/5/1998 0:00,312,312,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
984,93,412,943,938,209759,1662896,15600,1256243,4991,132,99.0,1998,1979.0,Low,1/24/2008 0:00,555E,555,E,,,,Backhoe Loader - Unidentified,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
184,94,410,577,698,229428,1721416,27000,1122636,2160,132,17.0,2000,,,9/29/2009 0:00,SK330LC,SK330,,,LC,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Washington,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
960,321,740,582,343,237979,1739462,13000,1410294,2219,132,1.0,1000,,,3/21/2005 0:00,PC200-3LC,PC200,,-3LC,,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Arizona,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",None or Unspecified,None or Unspecified,Double,,,,,
900,448,10,806,642,274298,1818706,23750,1183792,9860,132,2.0,1984,,,12/4/1993 0:00,MS120,MS120,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Connecticut,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
753,749,692,965,270,25354,1252630,7000,1358252,3108,132,2.0,1985,,,2/10/1994 0:00,1835B,1835,B,,,,Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
287,732,837,642,606,66521,1338784,41000,211158,3782,132,1.0,1993,,,9/11/2001 0:00,928F,928,F,,,,Wheel Loader - 120.0 to 135.0 Horsepower,California,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Limited Slip,Conventional
728,110,68,477,473,329044,2335631,27000,1456364,4605,136,5.0,2001,0.0,,1/23/2009 0:00,310G,310,G,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Connecticut,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
348,311,753,696,261,346351,2397428,16000,1252258,9118,136,1.0,1000,0.0,,6/24/2009 0:00,WA400,WA400,,,,Medium,Wheel Loader - 200.0 to 225.0 Horsepower,Maryland,WL,Wheel Loader,,EROPS w AC,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,17.5,Manual,,,,,,,,,,,,,Standard,Conventional
1,898,949,826,151,133869,1491037,32000,1435946,4107,132,2.0,1986,,,2/5/1997 0:00,D4H,D4,H,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
770,866,267,820,474,220422,1689909,19000,1363761,25682,132,1.0,2007,,,3/25/2009 0:00,ZX50,ZX50,,,,Mini,"Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
150,583,983,435,421,180284,1612781,127500,1166746,14402,132,1.0,2004,,,2/15/2005 0:00,670CHII,670,CH,II,,,Motorgrader - 145.0 to 170.0 Horsepower,Florida,MG,Motor Graders,No,EROPS w AC,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
167,606,284,944,155,279759,1856892,9250,1167679,18909,132,21.0,1969,,,10/17/2004 0:00,H65C,H65,C,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Wisconsin,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
638,361,232,283,119,399343,6306132,13000,1162132,28630,149,1.0,2004,,,7/15/2011 0:00,PC35MR3,PC35,MR,3,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Louisiana,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
826,967,175,390,591,140287,1502365,51000,1389008,4155,132,99.0,1977,,,4/5/1994 0:00,D9H,D9,H,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,
453,525,49,854,638,334547,2347143,9500,1774369,22072,136,1.0,2004,0.0,,3/19/2009 0:00,317,317,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Tennessee,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
565,518,465,258,430,202392,1641807,25000,1509575,4605,132,2.0,2004,,,8/19/2008 0:00,310G,310,G,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
466,877,645,245,514,91436,1401039,17500,1311881,4090,132,4.0,1988,,,2/11/2002 0:00,D3C,D3,C,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
387,230,640,156,971,311569,2271743,55000,710906,1586,136,1.0,1995,0.0,,6/8/2007 0:00,D5HIIXL,D5,H,II,XL,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Nevada,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,4 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
593,971,791,554,980,379982,4267334,24000,2286799,3538,172,1.0,2000,6502.0,Medium,11/15/2011 0:00,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,EROPS w AC,Yes,None or Unspecified,Yes,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
712,328,13,60,181,88942,1394944,38000,1235800,3415,132,1.0,1988,,,9/21/1999 0:00,235C,235,C,,,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",None or Unspecified,None or Unspecified,Double,,,,,
185,840,376,213,900,349778,2411497,7750,1678582,5362,136,24.0,1993,3200.0,Low,10/23/2008 0:00,PC28UU,PC28,UU,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Pennsylvania,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
321,155,149,796,782,320603,2303758,82500,735309,1269,136,8.0,2004,7771.0,High,12/3/2008 0:00,330CL,330,C,,L,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"10' 10""",None or Unspecified,None or Unspecified,Double,,,,,
134,684,581,99,34,155637,1548662,55000,1211569,3468,132,2.0,2001,,,5/24/2006 0:00,312C,312,C,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
665,814,741,403,752,125701,1472694,9000,1346249,7511,132,1.0,1990,,,3/20/2002 0:00,E70,E70,,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
